Rank,CommentDate,Date,RestaurantName,Comment,Address,StarRating,NumberOfReviews,Style,Price,predicted_sentiment,LengthReview,positive score,negative score,neutral score,compound score,x1,x2,cleaned
28,2023-08-24,2023-09-17,Morrison Atwater Village,"Rodger was an excellent server! He was attentive, professional, and made my meal exceptional!  We had sliders, onions rings, fish and chips, and patty melt. All was amazing!  We are coming back again and again.","3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,210,0.202,0.0,0.798,0.8547,0.9272279219472944,0.7857142857142853,"['rodger', 'excellent', 'server', 'attentive', 'professional', 'made', 'meal', 'exceptional', 'sliders', 'onions', 'rings', 'fish', 'chips', 'patty', 'melt', 'amazing', 'coming', 'back']"
28,2023-04-01,2023-09-17,Morrison Atwater Village,"Love their onion rings!. Service was excellent. All their hamburgers are delicious! I had the truffle burger and went back for more! Sliders are good too!Don't order their mousse cake is misleading,","3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,198,0.357,0.06,0.583,0.9352,0.9677127338563669,0.7857142857142853,"['love', 'onion', 'rings', 'service', 'excellent', 'hamburgers', 'delicious', 'truffle', 'burger', 'went', 'back', 'sliders', 'good', 'order', 'mousse', 'cake', 'misleading']"
28,2023-09-16,2023-09-17,Morrison Atwater Village,"The Morrison, I need your bread pudding at least once a month.  Your portions are hefty and your service is *chefs kiss*.  By service I mean Kate and Jess', so attentive and familiar.  See you again soon at the bar soon!  :)","3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,224,0.08,0.0,0.92,0.5093,0.7535204184268759,0.7857142857142853,"['morrison', 'need', 'bread', 'pudding', 'least', 'month', 'portions', 'hefty', 'service', 'chefs', 'kiss', 'service', 'mean', 'kate', 'jess', 'attentive', 'familiar', 'see', 'soon', 'bar', 'soon']"
28,2023-09-16,2023-09-17,Morrison Atwater Village,The atmosphere was very lively. We loved the food. William was on point with his service.,"3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,89,0.344,0.0,0.656,0.8104,0.9049487024743512,0.7857142857142853,"['atmosphere', 'lively', 'loved', 'food', 'william', 'point', 'service']"
28,2023-09-16,2023-09-17,Morrison Atwater Village,it was our first time here at Morrison and the food is SO amazing. our server teddy gave the BEST service and made sure we had a great first time here. we will definitely be back!! thank you teddy!,"3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,197,0.41,0.0,0.59,0.9727,0.9865721182860592,0.7857142857142853,"['first', 'time', 'morrison', 'food', 'amazing', 'server', 'teddy', 'gave', 'best', 'service', 'made', 'sure', 'great', 'first', 'time', 'definitely', 'back', 'thank', 'teddy']"
28,2023-09-16,2023-09-17,Morrison Atwater Village,"Always love coming here but just had a great experience having a large party at the Morrison! We were out on the back patio and had wonderful service from Roger all afternoon. Great food, great drinks, lovely staff!","3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,215,0.539,0.0,0.461,0.9898,0.9951719975859988,0.7857142857142853,"['always', 'love', 'coming', 'great', 'experience', 'large', 'party', 'morrison', 'back', 'patio', 'wonderful', 'service', 'roger', 'afternoon', 'great', 'food', 'great', 'drinks', 'lovely', 'staff']"
28,2023-09-15,2023-09-17,Morrison Atwater Village,The Morrison is perfect every time I come! Good beer! Amazing service thanks william! And the vibe is always right.  I love the holiday decorations!,"3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,148,0.557,0.0,0.443,0.9697,0.9850633675316838,0.7857142857142853,"['morrison', 'perfect', 'every', 'time', 'come', 'good', 'beer', 'amazing', 'service', 'thanks', 'william', 'vibe', 'always', 'right', 'love', 'holiday', 'decorations']"
28,2023-09-15,2023-09-17,Morrison Atwater Village,"Morrison is the happening place!  Great food, special and seasonal decor!  Teddy, our server, was fantastic!  Cordial and efficient.","3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,132,0.484,0.0,0.516,0.9334,0.9668074834037418,0.7857142857142853,"['morrison', 'happening', 'place', 'great', 'food', 'special', 'seasonal', 'decor', 'teddy', 'server', 'fantastic', 'cordial', 'efficient']"
28,2022-01-21,2023-09-17,Morrison Atwater Village,"Roger was amazing!  Helpful. Informative. Efficient!  He got our orders quickly, and serviced us with products as we requested!  Wonderfully presented and a personable person!","3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,175,0.42,0.0,0.58,0.9379,0.9690706095353047,0.7857142857142853,"['roger', 'amazing', 'helpful', 'informative', 'efficient', 'got', 'orders', 'quickly', 'serviced', 'us', 'products', 'requested', 'wonderfully', 'presented', 'personable', 'person']"
28,2023-09-15,2023-09-17,Morrison Atwater Village,"I was having a very emotional day today having a family death and wanted to share a special time and have great food after the funeral. I was starving , let me tell you the food came by fast , hot and delicious. The drinks came and we got  the most amazing service  by Teddy who was very kind . Definitely had a great experience and would love to come back soon !","3179 Los Feliz Blvd Los Angeles, CA 90039",4.6,7035,"Gastropubs, Burgers, Salad",$$,positive,363,0.364,0.099,0.537,0.977,0.9887346610339972,0.7857142857142853,"['emotional', 'day', 'today', 'family', 'death', 'wanted', 'share', 'special', 'time', 'great', 'food', 'funeral', 'starving', 'let', 'tell', 'food', 'came', 'fast', 'hot', 'delicious', 'drinks', 'came', 'got', 'amazing', 'service', 'teddy', 'kind', 'definitely', 'great', 'experience', 'would', 'love', 'come', 'back', 'soon']"
29,2023-09-16,2023-09-17,Louders,Service - 5/5 quickAtmosphere - 3/5 small and crowdedFood - 5/5Everyone has to be present to be seatedI have no idea what we ordered. My friends ordered everything but it all tasted delicious esp the one they lit on fireWould come here again if in the area,"3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,256,0.143,0.032,0.825,0.7579,0.8785455642727822,0.7142857142857141,"['service', 'quickatmosphere', 'small', 'crowdedfood', 'present', 'seatedi', 'idea', 'ordered', 'friends', 'ordered', 'everything', 'tasted', 'delicious', 'esp', 'one', 'lit', 'firewould', 'come', 'area']"
29,2023-09-13,2023-09-17,Louders,"Me and my partner were visiting LA and after a long day were craving Korean food. We discovered this restaurant through tiktok and decided to give it a try. We were pleasantly surprised and I would 100% recommend Louders as they had very nice staff and the food was excellent.We ordered the Cheese Buldak and  a yogurt flavored soju. With the cheese Buldak we got a medium spicy which wasn't too spicy, if i were to go back, i'd get spicer. Would definitely want to try the pasta next time as well. Perfect way to end the night. However, id recommend to plan accordingly as there is valet parking for a fee, and street parking that is virtually filled for blocks down. The wait was not too bad, just be prepared to stand outside while you wait to be called. The restaurant is small but has a unique charm with kpop blasting throughout the experience. I look forward to coming back!","3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,881,0.142,0.009,0.85,0.9404,0.9703279018306176,0.7142857142857141,"['partner', 'visiting', 'la', 'long', 'day', 'craving', 'korean', 'food', 'discovered', 'restaurant', 'tiktok', 'decided', 'give', 'try', 'pleasantly', 'surprised', 'would', 'recommend', 'louders', 'nice', 'staff', 'food', 'ordered', 'cheese', 'buldak', 'yogurt', 'flavored', 'soju', 'cheese', 'buldak', 'got', 'medium', 'spicy', 'spicy', 'go', 'back', 'get', 'spicer', 'would', 'definitely', 'want', 'try', 'pasta', 'next', 'time', 'well', 'perfect', 'way', 'end', 'night', 'however', 'id', 'recommend', 'plan', 'accordingly', 'valet', 'parking', 'fee', 'street', 'parking', 'virtually', 'filled', 'blocks', 'wait', 'bad', 'prepared', 'stand', 'outside', 'wait', 'called', 'restaurant', 'small', 'unique', 'charm', 'kpop', 'blasting', 'throughout', 'experience', 'look', 'forward', 'coming', 'back']"
29,2023-09-11,2023-09-17,Louders,WORTH THE HYPE!This place is sooo good. Service was fast and food was amazing.Got the Kimchi Bacon Carbonara and it was super flavorful. We had a lot of leftover sauce so we took it home and added ramen noodles to it. HahaI will definitely be coming back.Expect a wait time though because the place is pretty small.,"3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,315,0.238,0.0,0.762,0.9395,0.9698752766043051,0.7142857142857141,"['worth', 'hype', 'place', 'sooo', 'good', 'service', 'fast', 'food', 'kimchi', 'bacon', 'carbonara', 'super', 'flavorful', 'lot', 'leftover', 'sauce', 'took', 'home', 'added', 'ramen', 'noodles', 'hahai', 'definitely', 'coming', 'wait', 'time', 'though', 'place', 'pretty', 'small']"
29,2023-09-10,2023-09-17,Louders,"Good food, K-pop on big screen, very attentive waitstaff. Fun place to dine. Would come again.","3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,94,0.316,0.0,0.684,0.7553,0.8772379802856568,0.7142857142857141,"['good', 'food', 'big', 'screen', 'attentive', 'waitstaff', 'fun', 'place', 'dine', 'would', 'come']"
29,2023-09-09,2023-09-17,Louders,"Keep in mind, it's less expensive ordering in the store. This place is sooooo good! I love the street corn and the sweet garlic wings. I love the seaweed rice. This place is a gem! Parking is a little crazy in this lot. They are open real late too!","3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,248,0.265,0.037,0.698,0.9333,0.9667571917119292,0.7142857142857141,"['keep', 'mind', 'less', 'expensive', 'ordering', 'store', 'place', 'sooooo', 'good', 'love', 'street', 'corn', 'sweet', 'garlic', 'wings', 'love', 'seaweed', 'rice', 'place', 'gem', 'parking', 'little', 'crazy', 'lot', 'open', 'real', 'late']"
29,2023-09-07,2023-09-17,Louders,"Food - delicious.Love all their menu items here. I come here with friends every once in awhile and have tried a variety of menu items and they were all good! I definitely recommend here as a restaurant. I wouldn't really recommend this place as a drinking place because it is very small, there's only Valet which is always full, and the ambiance is not much of a drinking ambiance.","3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,381,0.2,0.0,0.8,0.9184,0.9592637296318648,0.7142857142857141,"['food', 'menu', 'items', 'come', 'friends', 'every', 'awhile', 'tried', 'variety', 'menu', 'items', 'good', 'definitely', 'recommend', 'restaurant', 'would', 'really', 'recommend', 'place', 'drinking', 'place', 'small', 'valet', 'always', 'full', 'ambiance', 'much', 'drinking', 'ambiance']"
29,2023-09-03,2023-09-17,Louders,This hole in the wall spot was amazing!!!!! They have various flavors of Soju!! I had the fried calamari and shrimp rose pasta would definitely order again. My sister had this chicken dish with cheese that they light on fire she loved it (I don't eat chicken) everything was good including the service!!!!,"3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,305,0.175,0.039,0.786,0.8507,0.9252162542747939,0.7142857142857141,"['hole', 'wall', 'spot', 'amazing', 'various', 'flavors', 'soju', 'fried', 'calamari', 'shrimp', 'rose', 'pasta', 'would', 'definitely', 'order', 'sister', 'chicken', 'dish', 'cheese', 'light', 'fire', 'loved', 'eat', 'chicken', 'everything', 'good', 'including', 'service']"
29,2023-09-01,2023-09-17,Louders,"The Stir-Fried Baby Octopus and Pork Belly was so good, I can handle a spice pretty well, but I prefer things to be not as spicy as what my spice limit is because for me, overly spicy things takes away from actual flavor (though I'm sure some people like to burn their mouth), we got medium (보통) spicy and it was perfect. It comes out on a stone pan thing so the rice starts to crisp up at the bottom! So generous with the octopus and pork too. We both weren't feeling that hungry, so we had enough leftover that we could each take a to-go bowl home. We also got the cajun fries (not pictured), which were light and perfectly seasoned. The service here is not remarkable, it's just your standard Korean type of service, so your server might seem cold but that's just the way it is. We went during lunch so it wasn't crowded, but I can imagine it being a lot more busy at night because they are technically a pocha at the end of the day.","3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,936,0.144,0.028,0.829,0.9745,0.9874773687386844,0.7142857142857141,"['baby', 'octopus', 'pork', 'belly', 'good', 'handle', 'spice', 'pretty', 'well', 'prefer', 'things', 'spicy', 'spice', 'limit', 'overly', 'spicy', 'things', 'takes', 'away', 'actual', 'flavor', 'though', 'sure', 'people', 'like', 'burn', 'mouth', 'got', 'medium', '보통', 'spicy', 'perfect', 'comes', 'stone', 'pan', 'thing', 'rice', 'starts', 'crisp', 'bottom', 'generous', 'octopus', 'pork', 'feeling', 'hungry', 'enough', 'leftover', 'could', 'take', 'bowl', 'home', 'also', 'got', 'cajun', 'fries', 'pictured', 'light', 'perfectly', 'seasoned', 'service', 'remarkable', 'standard', 'korean', 'type', 'service', 'server', 'might', 'seem', 'cold', 'way', 'went', 'lunch', 'crowded', 'imagine', 'lot', 'busy', 'night', 'technically', 'pocha', 'end', 'day']"
29,2023-08-31,2023-09-17,Louders,Really cute restaurant! Had a variety of Korean options but they r definitely big proportions so be aware. I got the kimchi fried rice w my friend and it def filled us up! The parking lot is strange cause there is valet for that small plaza but nonetheless I'd come back again with more people to try out more food!,"3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,315,0.167,0.034,0.799,0.8649,0.9323576745121706,0.7142857142857141,"['really', 'cute', 'restaurant', 'variety', 'korean', 'options', 'r', 'definitely', 'big', 'proportions', 'aware', 'got', 'kimchi', 'fried', 'rice', 'w', 'friend', 'def', 'filled', 'us', 'parking', 'lot', 'strange', 'cause', 'valet', 'small', 'plaza', 'nonetheless', 'come', 'back', 'people', 'try', 'food']"
29,2023-08-31,2023-09-17,Louders,"Food: 5/5Wait: 3/5Service: 4/5Vibes: 5/5We went on a Sunday night. Got there around 7 and had to wait quite a bit before getting seated. The food also took quite a while to come out, and there was quite a bit of wait between each dish being brought out. My favorite dishes from most to least favorite were the soy garlic wings, kimchi bacon udon carbonara, stir fried pork belly, and spicy cheese rice cake. The glaze on the wings was delicious, and the chicken was fried to perfection. The pasta had a unique flavor and was tasty. The stir fried pork belly was solid. For me personally, I'd prefer if the rice cake had a bit of other things in it, like ramen or even sausages. PSA: all the dishes are kind of on the smaller size, so don't expect to leave here feeling super full! They played Kpop on the TVs the entire time I was there, which kept me entertained as I waited for the food. For parking, we parked a few streets away and just walked over, which was not a big issue for us. Overall, a good spot with tasty food but there could be a bit of wait, especially on the weekend.","3470 W 6th St Los Angeles, CA 90020",4.5,518,"Asian Fusion, Chicken Shop",$$,positive,1085,0.109,0.0,0.891,0.9362,0.9682156507744921,0.7142857142857141,"['food', 'went', 'sunday', 'night', 'got', 'around', 'wait', 'quite', 'bit', 'getting', 'seated', 'food', 'also', 'took', 'quite', 'come', 'quite', 'bit', 'wait', 'dish', 'brought', 'favorite', 'dishes', 'least', 'favorite', 'soy', 'garlic', 'wings', 'kimchi', 'bacon', 'udon', 'carbonara', 'stir', 'fried', 'pork', 'belly', 'spicy', 'cheese', 'rice', 'cake', 'glaze', 'wings', 'delicious', 'chicken', 'fried', 'perfection', 'pasta', 'unique', 'flavor', 'tasty', 'stir', 'fried', 'pork', 'belly', 'solid', 'personally', 'prefer', 'rice', 'cake', 'bit', 'things', 'like', 'ramen', 'even', 'sausages', 'psa', 'dishes', 'kind', 'smaller', 'size', 'expect', 'leave', 'feeling', 'super', 'full', 'played', 'kpop', 'tvs', 'entire', 'time', 'kept', 'entertained', 'waited', 'food', 'parking', 'parked', 'streets', 'away', 'walked', 'big', 'issue', 'us', 'overall', 'good', 'spot', 'tasty', 'food', 'could', 'bit', 'wait', 'especially', 'weekend']"
32,2023-09-16,2023-09-17,Pixiu Mala Hongtang,"I don't like leaving negative reviews on Yelp, and I don't usually engage in that. As a business owner myself, I understand the impact a casually written review can have, and I'm cautious about writing reviews. Especially in these tough economic times due to COVID-19, I want to support local businesses even more. However, I felt the need to leave a review today.In conclusion, I went alone and ended up paying $50 just for a bowl without a tip. At this price point, I could have gone to a place like M Grill and been much more satisfied. Here, it's a buffet-style system where you serve yourself and the food is cooked and brought to your table. The price is determined by weight, but why don't they tell you the price upfront? Why make you calculate it after you've already eaten? Their intentions were clear, and it left a bad taste in my mouth.To get to the point, I filled a very large plate with a little bit of everything. Since it was my first time here and my first time trying these foods, I asked the server if the amount I had was okay for one person. Her response was, ""Oh, it looks like you're very hungry, hoho."" My intention was simply to ask if I had taken too much for one person, not for some strange and irrelevant comment like that. But she insisted it was fine even though it was quite a lot.In the end, I filled two to-go boxes to the brim and took them home. So, I basically prepared three servings for myself. Why don't they tell you the price by weight upfront, so that the staff knows that what you're serving is too much for one person, especially for a first-time customer?The intention is very clear at this part. And why don't they ask if it's your first time? I had no idea if it was a self-serve system, and I sat there for over 10 minutes without getting any water or a menu. Later on, they realized I was a first-time customer and thought I was choosing my food from the menu. I mean, sitting alone for over 10 minutes as a first-time customer is pretty obvious, isn't it? Also, shouldn't there be at least two staff members working? One person handling cash, one in the kitchen, and one in the dining area, all while making me wait for over 10 minutes... Well, it was truly the worst dining experience I've ever had. I really, genuinely feel like I was scammed. Please don't run your business like this.And these kinds of reviews shouldn't make you feel bad; on the contrary, you should be grateful. Seriously, if I had wanted this place to fail, I wouldn't have pointed out these issues and would have just let it go under.","425 S Western Ave Los Angeles, CA 90020",4.3,114,"Chinese, Hot Pot, Korean",$$,negative,2561,0.089,0.099,0.813,-0.703,0.14383423858378597,0.5714285714285712,"['like', 'leaving', 'negative', 'reviews', 'yelp', 'usually', 'engage', 'business', 'owner', 'understand', 'impact', 'casually', 'written', 'review', 'cautious', 'writing', 'reviews', 'especially', 'tough', 'economic', 'times', 'due', 'want', 'support', 'local', 'businesses', 'even', 'however', 'felt', 'need', 'leave', 'review', 'conclusion', 'went', 'alone', 'ended', 'paying', 'bowl', 'without', 'tip', 'price', 'point', 'could', 'gone', 'place', 'like', 'grill', 'much', 'satisfied', 'system', 'serve', 'food', 'cooked', 'brought', 'table', 'price', 'determined', 'weight', 'tell', 'price', 'upfront', 'make', 'calculate', 'already', 'eaten', 'intentions', 'clear', 'left', 'bad', 'taste', 'get', 'point', 'filled', 'large', 'plate', 'little', 'bit', 'everything', 'since', 'first', 'time', 'first', 'time', 'trying', 'foods', 'asked', 'server', 'amount', 'okay', 'one', 'person', 'response', 'oh', 'looks', 'like', 'hungry', 'hoho', 'intention', 'simply', 'ask', 'taken', 'much', 'one', 'person', 'strange', 'irrelevant', 'comment', 'like', 'insisted', 'fine', 'even', 'though', 'quite', 'end', 'filled', 'two', 'boxes', 'brim', 'took', 'home', 'basically', 'prepared', 'three', 'servings', 'tell', 'price', 'weight', 'upfront', 'staff', 'knows', 'serving', 'much', 'one', 'person', 'especially', 'customer', 'intention', 'clear', 'part', 'ask', 'first', 'time', 'idea', 'system', 'sat', 'minutes', 'without', 'getting', 'water', 'menu', 'later', 'realized', 'customer', 'thought', 'choosing', 'food', 'menu', 'mean', 'sitting', 'alone', 'minutes', 'customer', 'pretty', 'obvious', 'also', 'least', 'two', 'staff', 'members', 'working', 'one', 'person', 'handling', 'cash', 'one', 'kitchen', 'one', 'dining', 'area', 'making', 'wait', 'minutes', 'well', 'truly', 'worst', 'dining', 'experience', 'ever', 'really', 'genuinely', 'feel', 'like', 'scammed', 'please', 'run', 'business', 'like', 'kinds', 'reviews', 'make', 'feel', 'bad', 'contrary', 'grateful', 'seriously', 'wanted', 'place', 'fail', 'would', 'pointed', 'issues', 'would', 'let', 'go']"
32,2023-09-07,2023-09-17,Pixiu Mala Hongtang,"First time having malatang and it was a great experience!! The store is clean, fast service, and good quality ingredients. The worker was super friendly too.You pick out the ingredients and pay by weight at the register when ur done eating.","425 S Western Ave Los Angeles, CA 90020",4.3,114,"Chinese, Hot Pot, Korean",$$,positive,240,0.329,0.027,0.644,0.9515,0.9759102796218065,0.5714285714285712,"['first', 'time', 'malatang', 'great', 'experience', 'store', 'clean', 'fast', 'service', 'good', 'quality', 'ingredients', 'worker', 'super', 'friendly', 'pick', 'ingredients', 'pay', 'weight', 'register', 'ur', 'done', 'eating']"
32,2023-08-27,2023-09-17,Pixiu Mala Hongtang,"Came here w my college besties for dinner on a Sunday. I am DEF coming back. We all got Mala Hong Tang and loved it so much. They also played jazz in the background lol.First, you go down an aisle of ingredients and put everything into a big bowl. I always get a lot of cabbages, bok choys, spinach, mushrooms, tofus and noodles. At the counter, I ask them to add beef brisket for an additional charge. You then choose a spice level. I got level 1.5 today just to see how it is (im going to try level 3 next time). Then, you have a seat and they cook it for you in the meantime. You pay at the end depending on the weight of the food.I was so happy when our food came out. I was initially worried that they'd just jumble up all the food and boil it all at once, but it they def have a particular order of cooking the ingredients. The taste of the food was 10/10.The only downsides are parking (valet) and there was only one person waiting the tables --but she was really nice.","425 S Western Ave Los Angeles, CA 90020",4.3,114,"Chinese, Hot Pot, Korean",$$,positive,976,0.06,0.015,0.925,0.8541,0.9269261717964192,0.5714285714285712,"['came', 'w', 'college', 'besties', 'dinner', 'sunday', 'def', 'coming', 'back', 'got', 'mala', 'hong', 'tang', 'loved', 'much', 'also', 'played', 'jazz', 'background', 'go', 'aisle', 'ingredients', 'put', 'everything', 'big', 'bowl', 'always', 'get', 'lot', 'cabbages', 'bok', 'choys', 'spinach', 'mushrooms', 'tofus', 'noodles', 'counter', 'ask', 'add', 'beef', 'brisket', 'additional', 'charge', 'choose', 'spice', 'level', 'got', 'level', 'today', 'see', 'im', 'going', 'try', 'level', 'next', 'time', 'seat', 'cook', 'meantime', 'pay', 'end', 'depending', 'weight', 'happy', 'food', 'came', 'initially', 'worried', 'jumble', 'food', 'boil', 'def', 'particular', 'order', 'cooking', 'ingredients', 'taste', 'food', 'downsides', 'parking', 'valet', 'one', 'person', 'waiting', 'tables', 'really', 'nice']"
32,2023-08-23,2023-09-17,Pixiu Mala Hongtang,Interesting noodle? Restaurant! Good for people who loves spicy noodle soup. Good pork. It's fun to pick your own favorite topping to soup.,"425 S Western Ave Los Angeles, CA 90020",4.3,114,"Chinese, Hot Pot, Korean",$$,positive,139,0.525,0.0,0.475,0.9571,0.9787266143633072,0.5714285714285712,"['interesting', 'noodle', 'restaurant', 'good', 'people', 'loves', 'spicy', 'noodle', 'soup', 'good', 'pork', 'fun', 'pick', 'favorite', 'topping', 'soup']"
32,2023-08-22,2023-09-17,Pixiu Mala Hongtang,"If you're craving malatang, this is the place to go! As you may know, you grab a bowl and fill it with all the veggies and noodles. Those go by weight so be mindful of how much you're adding. Towards the end, there are skewers but beware, you pay per skewer. When you take your bowl to the counter, they'll ask if you want to add any meat. They'll add that when they're cooking your soup so it's a fixed amount. You can get anywhere from 0 to 4 spice. The base soup has a strong peanut flavor and the more spice, the better! 1 is really minimal so I'd recommend a 2-3 if you like spicy, obviously a 4 if you want that extraaa kick.The lady who served our table was sooo sweet. She was an older woman and she explained how the whole system worked.Parking is minimal because they share spaces with at least 3-4 other stores. You can try street parking instead but make sure to read the signs.One fun fact: this restaurant was featured in a Korean TV show known to showcase hard workers in society who mastered the art of their craft (saeng hwal eh dal een)!","425 S Western Ave Los Angeles, CA 90020",4.3,114,"Chinese, Hot Pot, Korean",$$,positive,1055,0.155,0.015,0.83,0.9854,0.9929591631462483,0.5714285714285712,"['craving', 'malatang', 'place', 'go', 'may', 'know', 'grab', 'bowl', 'fill', 'veggies', 'noodles', 'go', 'weight', 'mindful', 'much', 'adding', 'towards', 'end', 'skewers', 'beware', 'pay', 'per', 'skewer', 'take', 'bowl', 'counter', 'ask', 'want', 'add', 'meat', 'add', 'cooking', 'soup', 'fixed', 'amount', 'get', 'anywhere', 'spice', 'base', 'soup', 'strong', 'peanut', 'flavor', 'spice', 'better', 'really', 'minimal', 'recommend', 'like', 'spicy', 'obviously', 'want', 'extraaa', 'lady', 'served', 'table', 'sooo', 'sweet', 'older', 'woman', 'explained', 'whole', 'system', 'minimal', 'share', 'spaces', 'least', 'stores', 'try', 'street', 'parking', 'instead', 'make', 'sure', 'read', 'fun', 'fact', 'restaurant', 'featured', 'korean', 'tv', 'show', 'known', 'showcase', 'hard', 'workers', 'society', 'mastered', 'art', 'craft', 'saeng', 'hwal', 'eh', 'dal', 'een']"
32,2023-08-18,2023-09-17,Pixiu Mala Hongtang,"Interesting concept as I don't like to venture out of my comfort zone but I felt adventurous and soupy.It is like a make your own soup noodles.You fill a bowl with vegetables and other stuff and then choose a spiciness and they give it to you in a soup or you can get it stir-fried.   They get you on the skewers at the end but the fish cakes are a must.  Option brisket for $3.99 and a decent sized portion.Not a huge fan of the noodle options on the bar (vermicelli, spaghetti) but they have Ramen noodles in packages on top which hit way better.  You can also get udon noodles at the cashier.Broth is spicy and delicious.  Definitely peanuts in it so if you have an allergy sorry bruh.  Awesome with the broth and all your veggies choices.Oddly enough the fried rice was the winner here.  Plate is $12.99 and looks so simple and easy to make, but I'll give it credit its tasty af.  Also a necessary addition to cut down on the broth once you are half way.  The Fried rice is literally spam, frozen veggies, and egg.  The real value of the price comes in the motivation of saying to yourself ""man I can make this at home.""  Anyways great dish to share with the table.Save your receipts and pay at the end.Valet parking $3 or good luck street parkjng5/5 great meal.  Will come again!","425 S Western Ave Los Angeles, CA 90020",4.3,114,"Chinese, Hot Pot, Korean",$$,positive,1284,0.256,0.046,0.698,0.9966,0.9985918326292497,0.5714285714285712,"['interesting', 'concept', 'like', 'venture', 'comfort', 'zone', 'felt', 'adventurous', 'like', 'make', 'soup', 'fill', 'bowl', 'vegetables', 'stuff', 'choose', 'spiciness', 'give', 'soup', 'get', 'get', 'skewers', 'end', 'fish', 'cakes', 'must', 'option', 'brisket', 'decent', 'sized', 'huge', 'fan', 'noodle', 'options', 'bar', 'vermicelli', 'spaghetti', 'ramen', 'noodles', 'packages', 'top', 'hit', 'way', 'better', 'also', 'get', 'udon', 'noodles', 'spicy', 'delicious', 'definitely', 'peanuts', 'allergy', 'sorry', 'bruh', 'awesome', 'broth', 'veggies', 'enough', 'fried', 'rice', 'winner', 'plate', 'looks', 'simple', 'easy', 'make', 'give', 'credit', 'tasty', 'af', 'also', 'necessary', 'addition', 'cut', 'broth', 'half', 'way', 'fried', 'rice', 'literally', 'spam', 'frozen', 'veggies', 'egg', 'real', 'value', 'price', 'comes', 'motivation', 'saying', 'man', 'make', 'home', 'anyways', 'great', 'dish', 'share', 'receipts', 'pay', 'parking', 'good', 'luck', 'street', 'great', 'meal', 'come']"
32,2023-08-16,2023-09-17,Pixiu Mala Hongtang,"My friend and I were craving mala, so we checked out this place from a quick google search. The place is clean and the ingredients also seem fresh.You grab ingredients from an open cold bar, then you go to the cashier to choose your meat option. The price is determined by weight. You can choose to have it dry style or soup style - we chose dry but in hindsight I wish we chose the broth because it felt like you were eating a lot of the chilies straight up, which was distracting.I'd also mention this place is korean-fied so the flavors would be a bit more mild than what authentic calls for (didn't get much of the numbing sensation).Overall, it was enjoyable but fell a little short of the strong mala flavor we were originally craving!","425 S Western Ave Los Angeles, CA 90020",4.3,114,"Chinese, Hot Pot, Korean",$$,positive,741,0.159,0.018,0.823,0.9625,0.9814423657211829,0.5714285714285712,"['friend', 'craving', 'mala', 'checked', 'place', 'quick', 'google', 'search', 'place', 'clean', 'ingredients', 'also', 'seem', 'grab', 'ingredients', 'open', 'cold', 'bar', 'go', 'cashier', 'choose', 'meat', 'option', 'price', 'determined', 'weight', 'choose', 'dry', 'style', 'soup', 'style', 'chose', 'dry', 'hindsight', 'wish', 'chose', 'broth', 'felt', 'like', 'eating', 'lot', 'chilies', 'straight', 'also', 'mention', 'place', 'flavors', 'would', 'bit', 'mild', 'authentic', 'calls', 'get', 'much', 'numbing', 'sensation', 'enjoyable', 'fell', 'little', 'short', 'strong', 'mala', 'flavor', 'originally', 'craving']"
